,deck_id,title,quantity_x
3136,3993,Fall Guy,3
3137,3983,Liberated Account,2
3138,3983,Déjà Vu,2
3139,3983,Surge,1
3141,3983,Parasite,3
3142,3983,Grimoire,2
3143,3983,Same Old Thing,2
3144,3983,Plascrete Carapace,2
3145,3983,Clone Chip,3
3146,3983,Armitage Codebusting,3
3147,3983,Knight,3
3148,3983,Sure Gamble,3
3149,3983,Wyrm,2
3150,3983,Datasucker,3
3151,3983,Nerve Agent,1
3152,3983,Kati Jones,2
3153,3983,Quality Time,3
3154,3983,Daily Casts,3
3155,3983,Djinn,2
3156,3983,Medium,1
3157,3983,Savoir-faire,2
3158,4051,Liberated Account,3
3159,4051,Déjà Vu,2
3160,4051,Fall Guy,3
3162,4051,Gorman Drip v1,2
3163,4051,Imp,3
3164,4051,Parasite,3
3165,4051,Grimoire,2
3166,4051,Mimic,2
3167,4051,Data Leak Reversal,3
3168,4051,Vamp,3
3169,4051,Sure Gamble,3
3170,4051,Demolition Run,1
3171,4051,Crypsis,1
3172,4051,Datasucker,3
3173,4051,Yog.0,1
3174,4051,Lucky Find,3
3175,4051,Djinn,3
3176,4051,Medium,2
3177,4051,The Source,2
3178,4093,Aesop's Pawnshop,3
3179,4093,Déjà Vu,3
3181,4093,Surge,3
3182,4093,Dirty Laundry,3
3183,4093,Imp,3
3184,4093,Parasite,3
3185,4093,Grimoire,3
3186,4093,Daily Casts,3
3187,4093,Wyldside,3
3188,4093,Sure Gamble,3
3189,4093,Datasucker,3
3190,4093,Scheherazade,3
3191,4093,Deep Thought,3
3192,4093,Crypsis,3
3193,4093,Gorman Drip v1,3
3194,4073,Liberated Account,3
3195,4073,Déjà Vu,3
3196,4073,Surge,2
3198,4073,Dirty Laundry,3
3199,4073,Parasite,3
3200,4073,Mimic,2
3201,4073,Data Leak Reversal,3
3202,4073,Joshua B.,3
3203,4073,Darwin,3
3204,4073,Sure Gamble,3
3205,4073,Plascrete Carapace,3
3206,4073,Datasucker,2
3207,4073,Account Siphon,3
3208,4073,Cyberfeeder,3
3209,4073,Djinn,3
3210,4073,Fall Guy,3
3211,4057,Aesop's Pawnshop,2
3212,4057,Déjà Vu,3
3214,4057,Gorman Drip v1,1
3215,4057,Wyldside,3
3216,4057,Parasite,3
3217,4057,Grimoire,3
3218,4057,Liberated Account,3
3219,4057,Stimhack,2
3220,4057,Armitage Codebusting,3
3221,4057,Keyhole,3
3222,4057,Imp,3
3223,4057,Hemorrhage,2
3224,4057,Sure Gamble,3
3225,4057,Clone Chip,3
3226,4057,Datasucker,3
3227,4057,Sahasrara,2
3228,4057,Djinn,3
3229,4057,Crypsis,2
3230,4092,Liberated Account,2
3231,4092,Parasite,3
3232,4092,Grimoire,3
3233,4092,Clone Chip,2
3234,4092,Sure Gamble,3
3235,4092,Hemorrhage,1
3236,4092,Sahasrara,3
3237,4092,Crypsis,1
3238,4092,Aesop's Pawnshop,2
3239,4092,Déjà Vu,2
3241,4092,Gorman Drip v1,1
3242,4092,Imp,2
3243,4092,Datasucker,2
3244,4092,Stimhack,2
3245,4092,Djinn,3
3246,4092,Keyhole,3
3247,4092,Wyldside,3
3248,4092,Corroder,2
3249,4092,Kati Jones,2
3250,4092,Yog.0,2
3251,4092,Armitage Codebusting,3
3252,4083,Liberated Account,3
3253,4083,Nerve Agent,2
3254,4083,Parasite,3
3255,4083,Grimoire,1
3256,4083,Plascrete Carapace,2
3257,4083,Sure Gamble,3
3258,4083,Personal Workshop,2
3259,4083,Hostage,1
3260,4083,Daily Casts,3
3261,4083,Crypsis,2
3262,4083,Forged Activation Orders,2
3263,4083,Blackmail,1
3265,4083,Dirty Laundry,3
3266,4083,Datasucker,2
3267,4083,Morning Star,1
3268,4083,Mimic,2
3269,4083,Stimhack,3
3270,4083,Quality Time,1
3271,4083,Keyhole,2
3272,4083,Corroder,2
3273,4083,Kati Jones,2
3274,4083,Yog.0,2
3275,4070,Liberated Account,3
3276,4070,Parasite,3
3277,4070,Grimoire,2
3278,4070,Plascrete Carapace,2
3279,4070,Chakana,2
3280,4070,Data Leak Reversal,2
3281,4070,Vamp,2
3282,4070,Self-modifying Code,2
3283,4070,Sahasrara,2
3284,4070,Crypsis,1
3285,4070,Déjà Vu,3
3287,4070,Corroder,1
3288,4070,Imp,3
3289,4070,Datasucker,3
3290,4070,Gorman Drip v1,1
3291,4070,Mimic,1
3292,4070,Stimhack,2
3293,4070,Djinn,3
3294,4070,Wyldside,3
3295,4070,Medium,2
3296,4070,Armitage Codebusting,2
3297,4170,Aesop's Pawnshop,2
3298,4170,Déjà Vu,3
3300,4170,Dirty Laundry,3
3301,4170,Wyldside,2
3302,4170,Parasite,3
3303,4170,Grimoire,2
3304,4170,Daily Casts,3
3305,4170,Clone Chip,3
3306,4170,Armitage Codebusting,2
3307,4170,Knight,3
3308,4170,Imp,2
3309,4170,Sure Gamble,3
3310,4170,Demolition Run,2
3311,4170,Hemorrhage,1
3312,4170,Datasucker,2
3313,4170,Quality Time,1
3314,4170,Cyberfeeder,2
3315,4170,Djinn,3
3316,4170,Medium,1
3317,4170,Bank Job,2
3318,4158,Aesop's Pawnshop,2
3319,4158,Déjà Vu,2
3321,4158,Gorman Drip v1,2
3322,4158,Wyldside,3
3323,4158,Parasite,3
3324,4158,Grimoire,3
3325,4158,Plascrete Carapace,2
3326,4158,Hemorrhage,2
3327,4158,Imp,3
3328,4158,Darwin,1
3329,4158,Corroder,1
3330,4158,Cache,3
3331,4158,Sure Gamble,3
3332,4158,Crypsis,2
3333,4158,Datasucker,3
3334,4158,Sahasrara,3
3335,4158,Nerve Agent,1
3336,4158,Cyberfeeder,2
3337,4158,Djinn,2
3338,4158,Medium,2
3339,4273,Nerve Agent,1
3340,4273,Parasite,3
3341,4273,Grimoire,2
3342,4273,Plascrete Carapace,2
3343,4273,Clone Chip,2
3344,4273,Magnum Opus,2
3345,4273,Sure Gamble,3
3346,4273,Self-modifying Code,2
3347,4273,Femme Fatale,1
3348,4273,Crypsis,1
3349,4273,John Masanori,2
3350,4273,Déjà Vu,2
3352,4273,Surge,2
3353,4273,Dirty Laundry,3
3354,4273,Imp,3
3355,4273,Datasucker,3
3356,4273,Mimic,1
3357,4273,Stimhack,2
3358,4273,Corroder,2
3359,4273,Medium,2
3360,4273,Yog.0,1
3361,4273,Djinn,3
3362,4275,Nerve Agent,1
3363,4275,Parasite,3
3364,4275,Grimoire,3
3365,4275,Plascrete Carapace,2
3366,4275,Clone Chip,2
3367,4275,Magnum Opus,1
3368,4275,Sure Gamble,3
3369,4275,Self-modifying Code,3
3370,4275,Crypsis,1
3371,4275,John Masanori,2
3372,4275,Déjà Vu,2
3374,4275,Surge,2
3375,4275,Dirty Laundry,3
3376,4275,Imp,3
3377,4275,Datasucker,3
3378,4275,Mimic,1
3379,4275,Stimhack,2
3380,4275,Corroder,2
3381,4275,Medium,2
3382,4275,Yog.0,1
3383,4275,Djinn,3
3384,4304,Easy Mark,3
3385,4304,Infiltration,3
3386,4304,Parasite,3
3387,4304,Grimoire,1
3388,4304,The Personal Touch,1
3389,4304,Cyberfeeder,3
3390,4304,Magnum Opus,1
3391,4304,Sure Gamble,3
3392,4304,Demolition Run,2
3393,4304,Medium,2
3394,4304,Forged Activation Orders,1
3395,4304,Déjà Vu,2
3397,4304,Ice Carver,1
3398,4304,Datasucker,2
3399,4304,Stimhack,3
3400,4304,Armitage Codebusting,3
3401,4304,Corroder,2
3402,4304,Wyrm,1
3403,4304,Modded,2
3404,4304,Yog.0,1
3405,4304,Access to Globalsec,3
3406,4304,Akamatsu Mem Chip,2
3407,4304,Djinn,1
3408,4304,Crypsis,3
3409,4298,John Masanori,3
3411,4298,Sacrificial Construct,2
3412,4298,Dirty Laundry,3
3413,4298,Parasite,3
3414,4298,Kati Jones,2
3415,4298,The Personal Touch,2
3416,4298,Mimic,2
3417,4298,Data Leak Reversal,3
3418,4298,Quality Time,2
3419,4298,Darwin,3
3420,4298,Sure Gamble,3
3421,4298,Plascrete Carapace,2
3422,4298,Datasucker,3
3423,4298,Lucky Find,2
3424,4298,Cyberfeeder,3
3425,4298,Djinn,3
3426,4298,Medium,2
3427,4298,Gorman Drip v1,3
3428,4372,Liberated Account,2
3429,4372,Déjà Vu,3
3431,4372,Gorman Drip v1,3
3432,4372,Imp,3
3433,4372,Parasite,3
3434,4372,Grimoire,2
3435,4372,Plascrete Carapace,3
3436,4372,Data Leak Reversal,3
3437,4372,Joshua B.,3
3438,4372,Knight,2
3439,4372,Corroder,2
3440,4372,Sure Gamble,3
3441,4372,Hemorrhage,2
3442,4372,Same Old Thing,3
3443,4372,Account Siphon,3
3444,4372,Armitage Codebusting,3
3445,4372,Crypsis,2
3446,4352,Liberated Account,3
3447,4352,Déjà Vu,3
3448,4352,Fall Guy,3
3450,4352,Gorman Drip v1,3
3451,4352,Parasite,3
3452,4352,Grimoire,2
3453,4352,Pheromones,1
3454,4352,Same Old Thing,3
3455,4352,Sure Gamble,3
3456,4352,Demolition Run,3
3457,4352,Medium,1
3458,4352,HQ Interface,3
3459,4352,Datasucker,3
3460,4352,Nerve Agent,1
3461,4352,Kati Jones,2
3462,4352,Singularity,3
3463,4352,Djinn,3
3464,4352,Crypsis,2
3465,4433,Liberated Account,2
3466,4433,Nerve Agent,1
3467,4433,Parasite,3
3468,4433,Grimoire,1
3469,4433,Knight,2
3470,4433,Sure Gamble,3
3471,4433,Scheherazade,1
3472,4433,Personal Workshop,2
3473,4433,Daily Casts,3
3474,4433,Crypsis,2
3475,4433,Aesop's Pawnshop,1
3476,4433,Déjà Vu,2
3478,4433,Corroder,2
3479,4433,Wyldside,3
3480,4433,Datasucker,3
3481,4433,Pheromones,2
3482,4433,Stimhack,2
3483,4433,Quality Time,1
3484,4433,Imp,3
3485,4433,Medium,2
3486,4433,Kati Jones,1
3487,4433,Yog.0,2
3488,4433,Djinn,1
3489,4435,John Masanori,2
3490,4435,Liberated Account,3
3491,4435,Spinal Modem,3
3492,4435,Fall Guy,3
3494,4435,Gorman Drip v1,3
3495,4435,Imp,3
3496,4435,Datasucker,2
3497,4435,Plascrete Carapace,3
3498,4435,Data Leak Reversal,3
3499,4435,Joshua B.,3
3500,4435,Knight,3
3501,4435,Vamp,2
3502,4435,Hemorrhage,2
3503,4435,Sure Gamble,3
3504,4435,Networking,1
3505,4435,Account Siphon,2
3506,4435,Armitage Codebusting,2
3507,4435,Crypsis,2
3508,4471,Diesel,2
3509,4471,Nerve Agent,3
3510,4471,Parasite,3
3511,4471,Grimoire,2
3512,4471,Knight,2
3513,4471,Mr. Li,1
3514,4471,Sure Gamble,3
3515,4471,Demolition Run,2
3516,4471,Same Old Thing,2
3517,4471,Lucky Find,2
3518,4471,Medium,3
3520,4471,Surge,3
3521,4471,Dirty Laundry,3
3522,4471,Datasucker,3
3523,4471,Levy AR Lab Access,1
3524,4471,Mimic,2
3525,4471,Stimhack,2
3526,4471,Corroder,2
3527,4471,Kati Jones,2
3528,4471,Yog.0,2
3529,4471,Armitage Codebusting,2
3530,4471,Gorman Drip v1,2
3531,4508,Liberated Account,3
3532,4508,Nerve Agent,1
3533,4508,Parasite,3
3534,4508,Grimoire,3
3535,4508,Plascrete Carapace,2
3536,4508,Hemorrhage,1
3537,4508,Sure Gamble,3
3538,4508,Lucky Find,3
3539,4508,Crypsis,1
3540,4508,Déjà Vu,3
3541,4508,Ice Carver,1
3543,4508,Corroder,1
3544,4508,Imp,3
3545,4508,Datasucker,3
3546,4508,Mimic,1
3547,4508,Djinn,3
3548,4508,Test Run,3
3549,4508,Medium,1
3550,4508,Kati Jones,2
3551,4508,Yog.0,1
3552,4508,Armitage Codebusting,3
3553,4565,R&D Interface,2
3554,4565,Parasite,3
3555,4565,Grimoire,1
3556,4565,Professional Contacts,1
3557,4565,Data Leak Reversal,2
3558,4565,Djinn,2
3559,4565,Sure Gamble,3
3560,4565,Medium,1
3561,4565,Surge,3
3562,4565,Déjà Vu,2
3564,4565,Ice Carver,1
3565,4565,Dirty Laundry,3
3566,4565,Datasucker,1
3567,4565,Mimic,2
3568,4565,Atman,2
3569,4565,Armitage Codebusting,2
3570,4565,Keyhole,2
3571,4565,Corroder,2
3572,4565,Yog.0,2
3573,4565,Cyberfeeder,3
3574,4565,Joshua B.,2
3575,4565,Fall Guy,3
3576,4574,Liberated Account,2
3577,4574,Déjà Vu,3
3578,4574,Fall Guy,3
3580,4574,Gorman Drip v1,3
3581,4574,Imp,3
3582,4574,Parasite,3
3583,4574,Grimoire,2
3584,4574,Deus X,1
3585,4574,Plascrete Carapace,3
3586,4574,Data Leak Reversal,3
3587,4574,Joshua B.,3
3588,4574,Knight,2
3589,4574,Corroder,2
3590,4574,Sure Gamble,3
3591,4574,Hemorrhage,2
3592,4574,Same Old Thing,2
3593,4574,Account Siphon,2
3594,4574,Armitage Codebusting,3
3595,4574,Crypsis,2
3596,4630,Liberated Account,3
3597,4630,Nerve Agent,1
3598,4630,Parasite,3
3599,4630,Grimoire,2
3600,4630,Plascrete Carapace,2
3601,4630,Clone Chip,2
3602,4630,Yog.0,2
3603,4630,Sure Gamble,3
3604,4630,Demolition Run,1
3605,4630,Crypsis,1
3606,4630,Déjà Vu,3
3608,4630,Imp,3
3609,4630,Datasucker,3
3610,4630,Mimic,2
3611,4630,Atman,1
3612,4630,Djinn,3
3613,4630,Keyhole,2
3614,4630,Corroder,2
3615,4630,Medium,2
3616,4630,Account Siphon,2
3617,4630,Armitage Codebusting,3
3618,4632,Account Siphon,2
3619,4632,Liberated Account,3
3620,4632,Crypsis,1
3621,4632,Surge,3
3623,4632,Vamp,3
3624,4632,Imp,1
3625,4632,Parasite,3
3626,4632,Grimoire,1
3627,4632,Data Leak Reversal,3
3628,4632,Mimic,2
3629,4632,Stimhack,3
3630,4632,Joshua B.,3
3631,4632,Corroder,2
3632,4632,Sure Gamble,3
3633,4632,Wyrm,2
3634,4632,Datasucker,2
3635,4632,Yog.0,2
3636,4632,Djinn,2
3637,4632,Medium,2
3638,4632,Test Run,2
3639,4688,Frame Job,1
3640,4688,Nerve Agent,3
3641,4688,Raymond Flint,2
3642,4688,Parasite,1
3643,4688,Grimoire,2
3644,4688,New Angeles City Hall,3
3645,4688,Professional Contacts,1
3646,4688,Tallie Perrault,2
3647,4688,Knight,1
3648,4688,Sure Gamble,3
3649,4688,Same Old Thing,3
3650,4688,Hostage,3
3651,4688,Activist Support,3
3652,4688,Medium,3
3653,4688,Blackmail,3
3654,4688,Aesop's Pawnshop,1
3656,4688,Surge,3
3657,4688,Imp,3
3658,4688,Diesel,2
3659,4688,Quality Time,1
3660,4688,Public Sympathy,1
3661,4669,Account Siphon,2
3662,4669,Liberated Account,3
3663,4669,Parasite,3
3664,4669,Grimoire,2
3665,4669,Plascrete Carapace,3
3666,4669,Data Leak Reversal,2
3667,4669,Knight,3
3668,4669,Vamp,2
3669,4669,Sure Gamble,3
3670,4669,Clone Chip,2
3671,4669,Lucky Find,1
3672,4669,John Masanori,2
3673,4669,Déjà Vu,3
3675,4669,Imp,3
3676,4669,Datasucker,2
3677,4669,Mimic,1
3678,4669,Djinn,2
3679,4669,Corroder,1
3680,4669,Queen's Gambit,2
3681,4669,Yog.0,1
3682,4669,Armitage Codebusting,2
3683,4702,Liberated Account,3
3684,4702,Parasite,3
3685,4702,Grimoire,1
3686,4702,Vamp,2
3687,4702,Demolition Run,3
3688,4702,Same Old Thing,1
3689,4702,Spinal Modem,3
3690,4702,Medium,3
3691,4702,The Source,2
3692,4702,Déjà Vu,3
3694,4702,Ice Carver,3
3695,4702,Corroder,1
3696,4702,Wyldside,3
3697,4702,Datasucker,3
3698,4702,Mimic,1
3699,4702,Stimhack,1
3700,4702,Imp,3
3701,4702,Wyrm,1
3702,4702,Yog.0,1
3703,4702,Cyberfeeder,2
3704,4702,Crypsis,3
3705,4709,Déjà Vu,2
3706,4709,Surge,2
3708,4709,Infiltration,3
3709,4709,Imp,3
3710,4709,Parasite,3
3711,4709,Grimoire,1
3712,4709,Gorman Drip v1,3
3713,4709,Plascrete Carapace,2
3714,4709,Armitage Codebusting,3
3715,4709,Corroder,2
3716,4709,Sure Gamble,3
3717,4709,Sahasrara,3
3718,4709,Medium,2
3719,4709,Datasucker,2
3720,4709,Mr. Li,3
3721,4709,Kati Jones,3
3722,4709,Djinn,2
3723,4709,Crypsis,3
3724,4797,Personal Workshop,3
3725,4797,Liberated Account,1
3726,4797,Déjà Vu,2
3728,4797,Gorman Drip v1,3
3729,4797,Wyldside,2
3730,4797,Parasite,3
3731,4797,Grimoire,2
3732,4797,Plascrete Carapace,2
3733,4797,Stimhack,2
3734,4797,Overmind,2
3735,4797,Imp,3
3736,4797,Sure Gamble,3
3737,4797,Crypsis,2
3738,4797,Datasucker,3
3739,4797,Yog.0,2
3740,4797,Nerve Agent,3
3741,4797,Kati Jones,2
3742,4797,Djinn,2
3743,4797,Medium,3
3744,5003,Aesop's Pawnshop,2
3745,5003,Déjà Vu,3
3747,5003,Gorman Drip v1,3
3748,5003,Imp,3
3749,5003,Parasite,3
3750,5003,Grimoire,2
3751,5003,Mimic,2
3752,5003,Professional Contacts,2
3753,5003,Clone Chip,2
3754,5003,Knight,2
3755,5003,Corroder,2
3756,5003,Sure Gamble,3
3757,5003,Plascrete Carapace,2
3758,5003,Datasucker,3
3759,5003,Yog.0,2
3760,5003,Nerve Agent,1
3761,5003,Kati Jones,2
3762,5003,Daily Casts,3
3763,5003,Armitage Codebusting,3
3764,5003,Medium,1
3765,5150,Liberated Account,2
3766,5150,Parasite,3
3767,5150,Plascrete Carapace,1
3768,5150,Data Leak Reversal,1
3769,5150,Darwin,2
3770,5150,Scavenge,3
3771,5150,Hemorrhage,2
3772,5150,Personal Workshop,1
3773,5150,Deep Thought,1
3774,5150,Medium,2
3775,5150,Déjà Vu,3
3777,5150,Surge,1
3778,5150,Gorman Drip v1,3
3779,5150,Imp,3
3780,5150,Datasucker,3
3781,5150,Wyldside,2
3782,5150,Sure Gamble,3
3783,5150,Crypsis,2
3784,5150,Kati Jones,2
3785,5150,Cyberfeeder,3
3786,5150,Djinn,2
3787,5104,Easy Mark,3
3788,5104,Infiltration,3
3789,5104,Parasite,3
3790,5104,Grimoire,1
3791,5104,Plascrete Carapace,2
3792,5104,Hemorrhage,1
3793,5104,Magnum Opus,1
3794,5104,Sure Gamble,3
3795,5104,The Helpful AI,1
3796,5104,Crypsis,2
3797,5104,Bank Job,1
3798,5104,Blackmail,2
3799,5104,Spinal Modem,1
3801,5104,Ice Carver,1
3802,5104,Imp,2
3803,5104,Datasucker,2
3804,5104,Mimic,1
3805,5104,Quest Completed,2
3806,5104,Stimhack,3
3807,5104,Armitage Codebusting,3
3808,5104,Corroder,2
3809,5104,The Maker's Eye,1
3810,5104,Medium,2
3811,5104,Modded,2
3812,5104,Yog.0,1
3813,5104,Cyberfeeder,2
3814,5104,Djinn,1
3815,5104,Access to Globalsec,2
3816,5129,Easy Mark,3
3817,5129,Déjà Vu,3
3819,5129,Dirty Laundry,3
3820,5129,Imp,2
3821,5129,Parasite,3
3822,5129,Grimoire,3
3823,5129,Same Old Thing,3
3824,5129,Plascrete Carapace,2
3825,5129,Professional Contacts,3
3826,5129,Clone Chip,3
3827,5129,Retrieval Run,2
3828,5129,Sure Gamble,3
3829,5129,Wyrm,3
3830,5129,Datasucker,3
3831,5129,Nerve Agent,1
3832,5129,Djinn,3
3833,5129,Medium,2
3834,5213,Liberated Account,3
3835,5213,Nerve Agent,1
3836,5213,Parasite,3
3837,5213,Grimoire,2
3838,5213,Hemorrhage,3
3839,5213,Knight,1
3840,5213,Same Old Thing,2
3841,5213,Daily Casts,3
3842,5213,Crypsis,2
3843,5213,Déjà Vu,1
3845,5213,Ice Carver,1
3846,5213,Corroder,1
3847,5213,Wyldside,3
3848,5213,Datasucker,3
3849,5213,Levy AR Lab Access,2
3850,5213,Mimic,1
3851,5213,Keyhole,2
3852,5213,Imp,2
3853,5213,Medium,2
3854,5213,Kati Jones,1
3855,5213,Yog.0,1
3856,5213,Cyberfeeder,3
3857,5213,Djinn,2
3858,5213,Mass Install,3
3859,5171,Easy Mark,3
3860,5171,Infiltration,3
3861,5171,Parasite,3
3862,5171,Grimoire,1
3863,5171,Plascrete Carapace,2
3864,5171,Chakana,1
3865,5171,Hemorrhage,1
3866,5171,Magnum Opus,1
3867,5171,Sure Gamble,3
3868,5171,Same Old Thing,1
3869,5171,Daily Casts,1
3870,5171,The Helpful AI,1
3871,5171,Crypsis,2
3872,5171,Bank Job,1
3873,5171,Blackmail,2
3874,5171,Spinal Modem,1
3876,5171,Ice Carver,1
3877,5171,Dirty Laundry,2
3878,5171,Imp,2
3879,5171,Datasucker,2
3880,5171,Mimic,1
3881,5171,Quest Completed,2
3882,5171,Stimhack,3
3883,5171,Armitage Codebusting,2
3884,5171,Corroder,2
3885,5171,The Maker's Eye,1
3886,5171,Medium,2
3887,5171,Modded,1
3888,5171,Yog.0,1
3889,5171,Cyberfeeder,2
3890,5171,Djinn,1
3891,5171,Access to Globalsec,2
3892,5255,Déjà Vu,2
3894,5255,Dirty Laundry,3
3895,5255,Imp,3
3896,5255,Parasite,3
3897,5255,Grimoire,2
3898,5255,Same Old Thing,2
3899,5255,Plascrete Carapace,2
3900,5255,Clone Chip,3
3901,5255,Quality Time,1
3902,5255,Knight,2
3903,5255,Corroder,2
3904,5255,Hemorrhage,1
3905,5255,Sure Gamble,3
3906,5255,Medium,2
3907,5255,Datasucker,3
3908,5255,Account Siphon,2
3909,5255,Nerve Agent,1
3910,5255,Cyberfeeder,3
3911,5255,Armitage Codebusting,3
3912,5255,Crypsis,2
3913,5298,Easy Mark,3
3914,5298,Nerve Agent,2
3915,5298,Infiltration,2
3916,5298,Parasite,3
3917,5298,New Angeles City Hall,1
3918,5298,Plascrete Carapace,3
3919,5298,Magnum Opus,2
3920,5298,Sure Gamble,3
3921,5298,Femme Fatale,2
3922,5298,Crypsis,2
3924,5298,Desperado,1
3925,5298,Déjà Vu,2
3926,5298,Ice Carver,1
3927,5298,Sacrificial Construct,2
3928,5298,Corroder,2
3929,5298,Wyldside,1
3930,5298,Datasucker,2
3931,5298,Stimhack,2
3932,5298,Imp,1
3933,5298,Surge,2
3934,5298,Medium,2
3935,5298,Kati Jones,2
3936,5298,Yog.0,1
3937,5298,Cyberfeeder,2
3938,5298,Djinn,2
3939,5297,Easy Mark,1
3940,5297,Special Order,3
3941,5297,Xanadu,2
3942,5297,Nerve Agent,2
3943,5297,Parasite,3
3944,5297,Grimoire,1
3945,5297,Plascrete Carapace,1
3946,5297,Darwin,1
3947,5297,Sure Gamble,1
3948,5297,Decoy,1
3949,5297,Femme Fatale,1
3950,5297,Crypsis,1
3951,5297,ZU.13 Key Master,1
3952,5297,Surge,2
3953,5297,Déjà Vu,3
3954,5297,Ice Carver,1
3956,5297,Corroder,2
3957,5297,Inside Job,1
3958,5297,Datasucker,3
3959,5297,Mimic,2
3960,5297,Imp,1
3961,5297,Medium,2
3962,5297,Kati Jones,3
3963,5297,Yog.0,1
3964,5297,Public Sympathy,2
3965,5297,Djinn,3
3966,5324,Déjà Vu,3
3967,5324,Mass Install,3
3969,5324,Gorman Drip v1,3
3970,5324,Imp,3
3971,5324,Parasite,3
3972,5324,Grimoire,2
3973,5324,Same Old Thing,1
3974,5324,Hemorrhage,1
3975,5324,Quality Time,3
3976,5324,Cache,3
3977,5324,Scheherazade,3
3978,5324,Sure Gamble,3
3979,5324,Medium,2
3980,5324,Datasucker,3
3981,5324,Sahasrara,3
3982,5324,Nerve Agent,1
3983,5324,Djinn,3
3984,5324,Crypsis,2
3985,5381,Clone Chip,2
3986,5381,Aesop's Pawnshop,2
3987,5381,Déjà Vu,3
3988,5381,Mass Install,3
3990,5381,Gorman Drip v1,3
3991,5381,Wyldside,3
3992,5381,Parasite,3
3993,5381,Grimoire,2
3994,5381,Stimhack,2
3995,5381,Scheherazade,1
3996,5381,Imp,3
3997,5381,Cache,3
3998,5381,Crypsis,2
3999,5381,Datasucker,3
4000,5381,Nerve Agent,1
4001,5381,Femme Fatale,1
4002,5381,Daily Casts,3
4003,5381,Djinn,3
4004,5381,Medium,2
4005,5376,Diesel,1
4006,5376,Nerve Agent,2
4007,5376,Parasite,3
4008,5376,Grimoire,1
4009,5376,Liberated Account,2
4010,5376,Hemorrhage,2
4011,5376,Darwin,2
4012,5376,Pheromones,2
4013,5376,Sure Gamble,2
4014,5376,Demolition Run,2
4015,5376,Femme Fatale,1
4016,5376,Medium,2
4017,5376,Levy AR Lab Access,2
4018,5376,Déjà Vu,3
4020,5376,Surge,3
4021,5376,Gorman Drip v1,2
4022,5376,Imp,2
4023,5376,Datasucker,2
4024,5376,Morning Star,1
4025,5376,Mimic,1
4026,5376,Corroder,1
4027,5376,Kati Jones,2
4028,5376,Yog.0,1
4029,5376,Dyson Mem Chip,2
4030,5376,Cyberfeeder,3
4031,5376,Djinn,2
4032,5391,Liberated Account,2
4033,5391,Parasite,2
4034,5391,Plascrete Carapace,2
4035,5391,Hemorrhage,2
4036,5391,Knight,2
4037,5391,Sure Gamble,3
4038,5391,Data Leak Reversal,3
4039,5391,Same Old Thing,3
4040,5391,Spinal Modem,2
4041,5391,Indexing,1
4042,5391,Crypsis,2
4043,5391,Blackmail,1
4044,5391,John Masanori,2
4045,5391,Déjà Vu,2
4047,5391,Imp,3
4048,5391,Planned Assault,2
4049,5391,Stimhack,1
4050,5391,Activist Support,2
4051,5391,Corroder,2
4052,5391,Armitage Codebusting,3
4053,5391,Account Siphon,2
4054,5391,Joshua B.,3
4055,5486,Singularity,2
4056,5486,Liberated Account,1
4057,5486,Nerve Agent,2
4058,5486,Parasite,3
4059,5486,Grimoire,1
4060,5486,Crescentus,1
4061,5486,Emergency Shutdown,1
4062,5486,Hemorrhage,1
4063,5486,Chakana,1
4064,5486,Darwin,1
4065,5486,Demolition Run,3
4066,5486,Satellite Uplink,1
4067,5486,Retrieval Run,2
4068,5486,Lucky Find,1
4069,5486,Daily Casts,1
4070,5486,Medium,2
4071,5486,Déjà Vu,2
4073,5486,Ice Carver,1
4074,5486,Surge,3
4075,5486,Imp,3
4076,5486,Datasucker,2
4077,5486,Pheromones,1
4078,5486,Mimic,1
4079,5486,Prepaid VoicePAD,1
4080,5486,Djinn,2
4081,5486,Corroder,1
4082,5486,Queen's Gambit,1
4083,5486,Force of Nature,1
4084,5486,Professional Contacts,1
4085,5486,Kati Jones,1
4086,5486,Scheherazade,2
4087,5486,Public Sympathy,1
4088,5486,Cyberfeeder,2
4089,5486,Armitage Codebusting,1
4090,5569,Special Order,1
4091,5569,Nerve Agent,2
4092,5569,Infiltration,2
4093,5569,Parasite,2
4094,5569,Grimoire,2
4095,5569,Rook,3
4096,5569,Darwin,2
4097,5569,Sure Gamble,2
4098,5569,Pawn,3
4099,5569,Hard at Work,2
4100,5569,Medium,2
4101,5569,Knight,3
4102,5569,Deep Red,3
4103,5569,Blackmail,2
4105,5569,Modded,2
4106,5569,Borrowed Satellite,2
4107,5569,Lucky Find,2
4108,5569,Mimic,2
4109,5569,Stimhack,2
4110,5569,Disrupter,1
4111,5569,Keyhole,2
4112,5569,Corroder,2
4113,5569,Force of Nature,2
4114,5569,Yog.0,2
4115,5569,Public Sympathy,2
4116,5569,Djinn,2
4117,5569,Networking,1
4118,5569,Wyrm,2
4119,5595,Passport,1
4120,5595,Special Order,3
4121,5595,Liberated Account,3
4122,5595,Déjà Vu,3
4124,5595,Dirty Laundry,3
4125,5595,Parasite,3
4126,5595,Grimoire,3
4127,5595,Gorman Drip v1,3
4128,5595,Plascrete Carapace,3
4129,5595,Hemorrhage,1
4130,5595,Armitage Codebusting,3
4131,5595,Alias,1
4132,5595,Sure Gamble,3
